UIN,INCIDENT_MONTH,INCIDENT_YEAR,VICTIM_INJURY,STATE,LOCATION,LATITUDE,LONGITUDE,SITE_CATEGORY,SITE_CATEGORY_COMMENT,SHARK_COMMON_NAME,SHARK_SCIENTIFIC_NAME,SHARK_IDENTIFICATION_METHOD,SHARK_IDENTIFICATION_SOURCE,SHARK_LENGTH_M,BASIS_FOR_LENGTH,PROVOKED_UNPROVOKED,PROVOCATIVE_ACT,NO_SHARKS,VICTIM_ACTIVITY,FISH_SPEARED,COMMERCIAL_DIVE_ACTIVITY,OBJECT_OF_BITE,PRESENT_AT_TIME_OF_BITE,DIRECTION_FIRST_STRIKE,SHARK_BEHAVIOUR,VICTIM_AWARE_OF_SHARK,SHARK_CAPTURED,INJURY_LOCATION,INJURY_SEVERITY,VICTIM_GENDER,VICTIM_AGE,VICTIM_CLOTHING,CLOTHING_COVERAGE,DOMINANT_CLOTHING_COLOUR,OTHER_CLOTHING_COLOUR,CLOTHING_PATTERN,FIN_COLOUR,DIVERSIONARY_ACTION_TAKEN,DIVERSIONARY_ACTION_OUTCOME,PEOPLE_LESS_THAN_3M,PEOPLE_3_TO_15M,TIME_OF_INCIDENT,DEPTH_OF_INCIDENT_M,TEETH_RECOVERED,TIME_IN_WATER_MIN,WATER_TEMPERATURE_C,TOTAL_WATER_DEPTH_M,WATER_VISIBILITY_M,DISTANCE_TO_SHORE_M,TIDAL_CYCLE,WIND_CONDITION,WEATHER_CONDITION,AIR_TEMPERATURE_C,PERSONAL_PROTECTIVE_DEVICE,DETERRENT_BRAND_TYPE,DATA_SOURCE,REFERENCE,
770,April,2002,Fatal,SA,smokey bay,-32.38422037,133.9255802,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,6,witness/victim,provoked,enticed shark,1,diving,,Y,,catch,,bit victim on leg,,,leg,major lacerations,Male,23,wetsuit/drysuit,full body,,,,,,no effect,,,1230,,,5,,,,,,,,,deterrent/repellent ,"Shark Pod, on",media outlet,daily telegraph 1.5.2002,
771,April,2002,Injured,NSW,"bar beach, newcastle",-32.93333333,151.75,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,foot,other: teeth marks,Male,46,,,,,,,punched and kicked shark,,,,,,,,,,,150,,,,,,,media outlet,the daily telegraph 13.4.2002,
772,August,2002,Uninjured,WA,"cove beach, perth, sth of cottesloe beach",-31.96666667,115.75,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,3.5,witness/victim,unprovoked,,1,boarding,,,Board,boarding,below,circled & bumped board,Y,,other: uninjured,,Male,34,wetsuit/drysuit,full body,,,,,paddled away from shark,,1,5,800,0,,20,,2,,,,,overcast,,,,ASAF questionnaire,personnal comm,
773,December,2002,Injured,QLD,"upolu cay, cairns",-16.66666667,145.9333333,coastal,,Hammerhead Shark ,Sphyrnidae,direct observation,,,,provoked,enticed shark,1,snorkelling,,,other animal in area,"baitfish, other: feeding fish, snorkelling",,bit victim on arm,Y,,arm,minor lacerations,Female,18,,,,,,,,,,,1430,,,30,,,,10000,,,,,,,media outlet,"pers comm/john rumney, courier mail 30/12/2002",
774,December,2002,Injured,NSW,"manly, shelly beach,  sydney",-33.78333333,151.2833333,coastal,,Wobbegong,Orectolobidae,direct observation,,0.5,witness/victim,unprovoked,,1,diving,,,,"scuba diving, other sealife (shark/s), baitfish",below,bit victim on leg,N,,thigh,abrasion,Male,35,wetsuit/drysuit,full body,black,green,,black,hit shark on nose,,,1,930,10,,30,,10,6,100,,moderate breeze,,,,,ASAF questionnaire,personal comm.,
775,December,2002,Fatal,QLD,miami lake (canals) gold coast,-28.05,153.4166667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,2,bite radius estimation,unprovoked,,1,swimming,,,,swimming,,,N,,"torso, leg",major lacerations,Male,23,,,,,,,,,,1,400,,,10,,,,150,,,,,,,government report,"qld dpi, gold coast bulletin 19.12.2002",
776,January,2003,Injured,NSW,"coogee beach, sydney",-33.91666667,151.25,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,swimming,,,,,,bit victim,,,leg,minor lacerations,Male,24,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,bucksfreepress.co.uk 13.2.2003,
777,January,2003,Uninjured,SA,sheringa beach,-33.86666667,135.1666667,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,2.5,witness/victim,unprovoked,,1,boarding,,,Board,boarding,in front,,Y,,other: uninjured,,Female,,wetsuit/drysuit,full body,,,,,,,,,1300,0,,,,,,,,,,,,,media outlet,port lincoln times 2.1.2003,
778,February,2003,Injured,SA,"goolwa beach, adelaide",-35.51666667,138.7666667,coastal,,Wobbegong,Orectolobidae,,researcher,,,unprovoked,,1,other: standing in water,,,,,,bit victim on leg,N,,foot,minor lacerations,Male,37,,,,,,,,,,,,1,,,,,,,,,,,,,media outlet,"marine coastal community network, abc.net.au 18.2.2003",
779,February,2003,Fatal,QLD,"burleigh lake, goldcoast canal",-28.1,153.1,coastal,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,2.2,bite radius estimation,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,leg,major lacerations,Male,84,,,,,,,,,,,700,0,,20,,,,,,,,,,,government report,"qld dpi info, sun herald 9.2.2003",
780,March,2003,Injured,NSW,"yamba, turner's beach",-29.41666667,153.35,coastal,,Whaler Shark,Carcharhinidae,"shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,,,bit victim on leg,N,,foot,other: teeth marks,Male,,wetsuit/drysuit,full body,black,,,,,,,,,,,,,,,,,,,,,,media outlet,daily examiner 26.3.2003.,
781,March,2003,Injured,WA,mandurah,-32.53333333,115.7166667,coastal,,Wobbegong,Orectolobidae,direct observation,,1.2,bite radius estimation,provoked,enticed shark,1,diving,,,,"catch, other sealife (shark/s)",,bit victim on body,N,,"torso, pelvic region",other: teeth marks,Male,,,,,,,,,,,,,36,,,,,,,,,,,,,expert,rory mcauley - wa fisheries,
782,July,2003,Uninjured,NT,"nhulunbuy, bremmer island",-12.18333333,136.7666667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour",,,,unprovoked,,1,unmotorised boating,,,Vessel,,behind,bit kayak,N,,other: uninjured,,Male,37,,,,,,,,,,1,,,,,,,,,,,,,,,media outlet,news.com.au article,
783,October,2003,Injured,NSW,"coff's harbour, charlesworth beach",-30.28333333,153.1333333,coastal,,Wobbegong,Orectolobidae,,researcher,1.2,bite radius estimation,unprovoked,,1,boarding,,,,,,bit victim on foot,N,,foot,minor lacerations,Male,12,wetsuit/drysuit,full body,,,,,,,,,1815,,,,,,,,,,,,,,witness account,denis reid fisheries,
784,October,2003,Injured,NSW,"seal rocks, lighthouse beach",-32.43333333,152.5166667,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,1.5,witness/victim,unprovoked,,1,boarding,,,,"baitfish, boarding",below,bit victim on leg,N,,foot,minor lacerations,Male,22,swimwear,,"multicolour: black, white",,,,,,1,,1730,1,,60,19,1,,15,Low ,,,,,,ASAF questionnaire,"personal comm, newcastle herald 3.11.2003",
785,November,2003,Injured,WA,"margaret river, mainbreak",-33.63333333,114.9833333,coastal,,Wobbegong,Orectolobidae,direct observation,,1.3,witness/victim,provoked,victim intentionally moved into immediate proximity of shark,1,swimming,,,,swimming,,bit another person first,Y,,thigh,abrasion,Male,15,,,,,,,,,1,2,1130,,,,,,,30,,,,,,,media outlet,augusta margaret riv mail,
786,November,2003,Injured,WA,"margaret river, mainbreak",-33.96666667,114.9833333,coastal,,Wobbegong,Orectolobidae,direct observation,,1.3,witness/victim,provoked,physical contact,1,swimming,,,,swimming,,circled victim,Y,,"leg, hand",abrasion,Male,15,,,,,,,pushed at shark,,1,2,1130,,,,,,,30,,,,,,,media outlet,augusta margaret river mail,
787,December,2003,Injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,river,,Wobbegong,Orectolobidae,direct observation,,0.7,witness/victim,provoked,,1,spearfishing,,,,spearfishing,,bit victim on leg,N,,leg,other: teeth marks,Male,34,,,,,,,punched and kicked shark,,,,700,,,30,,3,,20,,,,,,,media outlet,augusta margaret rivermail 10.12.03,
788,December,2003,Uninjured,VIC,"ocean grove, collendina",-38.26666667,144.5333333,coastal,,Whaler Shark,Carcharhinidae,direct observation,,,,unprovoked,,1,swimming,,,,"other sealife (shark/s), baitfish",,bit surfboard leg rope,N,,other: uninjured,,Male,,,,,,,,hit shark,,,,545,,,,,,,,,,,,,,media outlet,geelong advertiser 9.12.2003,
789,January,2004,Injured,WA,gnarabup beach,-33.98333333,114.9833333,coastal,,Wobbegong,Orectolobidae,direct observation,,1,other: measured captured shark,unprovoked,,1,swimming,,,,,behind,bit victim on body,N,Y,"torso, pelvic region",other: teeth marks,Male,,,,,,,,,,,,2000,,,,,,6,,,,,,,,media outlet,augusta margaret river mail 21.2.04,
790,January,2004,Uninjured,NSW,"shellharbour, bass point, wollongong",-34.56666667,150.8666667,coastal,,Whaler Shark,Carcharhinidae,"shark behaviour, geographical location",,3,witness/victim,unprovoked,,1,diving,,,,scuba diving,,swam towards victim,Y,,other: uninjured,,Male,,,,,,,,splashed water,,3,,1030,,,,,,,80,,,,,,,media outlet,illawarra mercury 13.1.04,
791,January,2004,Injured,NSW,"nambucca heads, scott's head beach",-30.56666667,152.9833333,coastal,,Wobbegong,Orectolobidae,direct observation,,,,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,calf,other: teeth marks,Male,8,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,kiama independent 7.1.04,
792,January,2004,Injured,NSW,nambucca heads,-30.63333333,153.0166667,coastal,,Wobbegong,Orectolobidae,direct observation,,,,unprovoked,,1,swimming,,,,,behind,bit victim on body,N,,"torso, pelvic region",other: teeth marks,Female,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,newcastle herald 22.1.2004,
793,January,2004,Injured,WA,"binningup beach, bunbury",-33.13333333,115.6833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,4.5,witness/victim,provoked,,1,spearfishing,,,Catch,"spearfishing, fishing, baitfish",below,bit victim on legs,Y,,leg,major lacerations,Male,46,wetsuit/drysuit,full body,,,,,hit shark on nose,,,,1100,,,,,35,,25000,,,,,,,media outlet,sunday times 1.2.04,
794,February,2004,Uninjured,VIC,"bridgewater bay, portland",-38.36666667,144.75,coastal,,Great White Shark,Carcharodon carcharias ,,researcher,4,bite radius estimation,provoked,enticed shark,1,diving,,Y,Catch,catch,,bit collecting bag,N,,other: uninjured,,Male,,,,,,,,,,,,,16,,,,16,,,,,,,,,media outlet,sa fisheries,
795,February,2004,Injured,NSW,caves beach,-33.1,151.65,coastal,,Blind Shark,Brachaelurus waddi,direct observation,,0.6,other: measured captured shark,provoked,,1,spearfishing,,,,spearfishing,,bit victim on leg,Y,Y,foot,abrasion,Male,22,,,,,,,pushed at shark,,,,,,,,,,,300,,,,,,,media outlet,sunday telegraph 15.2.04,
796,February,2004,Injured,WA,waterman beach,-31.85,115.75,coastal,,Wobbegong,Orectolobidae,bite analysis,,0.4,witness/victim,unprovoked,,1,snorkelling,,,,snorkelling,,bit victim on leg,N,,calf,other: teeth marks,Female,7,wetsuit/drysuit,full body,,,,,,,2,,1400,1,,20,,,,6,,,,,,,government report,wa fisheries r. mcauley,
797,February,2004,Injured,WA,waterman beach,-31.85,115.75,coastal,,Wobbegong,Orectolobidae,bite analysis,,0.4,witness/victim,unprovoked,,1,snorkelling,,,,snorkelling,,bit victim on leg,N,,leg,other: teeth marks,Male,38,wetsuit/drysuit,full body,,,,,,,2,,1400,1,,20,,,,6,,,,,,,witness account,wa fisheries r. mcauley,
798,March,2004,Injured,WA,"cervantes, nr jurien bay",-30.25,115.0166667,Coastal,,Bronze Whaler Shark,Carcharhinus brachyurus,direct observation,,1.5,witness/victim,provoked,,1,spearfishing,,,,spearfishing,,bit victim on leg,Y,,leg,other: teeth marks,Male,47,,,,,,,,,1,,,14,Y,,,,,,,,,,,,media outlet,sunday times 7.3.2004,
799,April,2004,Injured,NSW,"forster, latitude reef",-32.2,152.55,coastal,,Wobbegong,Orectolobidae,direct observation,,1.2,witness/victim,unprovoked,,1,diving,,,,,in front,bit victim on wrist,,,"arm, hand",other: teeth marks,Male,,wetsuit/drysuit,full body,,,,,,,,,,9,Y,,,,,,,,,,,,other: museum fact sheet,museum fact sheet,
800,April,2004,Injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,1,bite radius estimation,unprovoked,,1,snorkelling,,,,snorkelling,below,bit victim on leg,Y,,thigh,other: teeth marks,Male,,wetsuit/drysuit,full body,,,,,,,,,,0,,,,1,,,,,,,,,media outlet,rory mcauly wa fisheries 2004,
801,June,2004,Uninjured,WA,floreat beach,-31.91666667,115.75,ocean/pelagic,,Great White Shark,Carcharodon carcharias ,direct observation,,5,witness/victim,provoked,,1,diving,,,Catch,"spearfishing, catch, scuba diving",,swam towards victim,Y,,other: uninjured,,Male,,,,,,,,fended off with spear gun,effective,,,,,,,,,,5000,,,,,,,media outlet,sunday times perth 27/6/04,
802,June,2004,Injured,WA,bunbury back beach,-33.33333333,115.6333333,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location",,3,witness/victim,unprovoked,,1,boarding,,,Board,boarding,below,bumped surfboard into air,N,,foot,minor lacerations,Male,17,wetsuit/drysuit,full body,black,,stripe,blue,,,2,,1630,,,40,,3,,50,,,,,,,media outlet,"wa fisheries officer, west australian 12.6.2004",
803,July,2004,Injured,WA,rottnest island,-31.98333333,115.5333333,island open ocean,,Wobbegong,Orectolobidae,direct observation,,1,witness/victim,unprovoked,,1,diving,,,,scuba diving,,bit victim on leg,N,,calf,other: teeth marks,Male,33,wetsuit/drysuit,full body,black,,,white,,,12,,1408,14,,8,,14,5,300,,,,,,,ASAF questionnaire,,
804,July,2004,Fatal,WA,"margaret river, gracetown",-33.85,114.9833333,coastal,,Great White Shark,Carcharodon carcharias ,bite analysis,,5,bite radius estimation,unprovoked,,2,boarding,,,Board,"boarding, other sealife (pinniped/s)",,bit victim & board,Y,,"leg, pelvic region",major lacerations,Male,29,wetsuit/drysuit,full body,,,,,hit shark on nose,,,,1400,,,,,,,120,,,,,,,media outlet,wa fisheries,
805,August,2004,Injured,NSW,"byron bay, tallows beach",-28.63333333,153.6166667,Coastal,,Grey Nurse Shark,Carcharius taurus,,government official,2.4,witness/victim,provoked,,1,spearfishing,,,Catch,"spearfishing, baitfish",behind,bit victim on leg,N,,foot,other: teeth marks,Male,42,wetsuit/drysuit,full body,,,,,,,,,1330,,,,,,,,,,,,,,media outlet,"nsw fisheries, daily telegraph 6.8.2004",
806,August,2004,Uninjured,VIC,"flinders, gunnery surf break",-38.46666667,145.0166667,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,2,witness/victim,unprovoked,,1,boarding,,,Board,boarding,below,knocked victim off board,N,,other: uninjured,,Male,33,wetsuit/drysuit,full body,black,,,,paddled to shore,,1,2,1710,,,120,,,,125,,,,,,,ASAF questionnaire,"questionnaire, 20.5.2004",
807,September,2004,Uninjured,QLD,batt reef,-16.4,145.7666667,Ocean/pelagic,,Tiger Shark,Galeocerdo cuvier ,direct observation,,3,witness/victim,provoked,victim intentionally moved into immediate proximity of shark,1,snorkelling,,,Vessel,,"left, below",bit rubber dinghy,Y,,other: uninjured,,Male,,,,,,,,,,,,1200,,,,25,2,,,,,,,,,ASAF questionnaire,ben cropp,
808,October,2004,Injured,NSW,"stockton beach, newcastle",-32.85,151.8333333,coastal,,Great White Shark,Carcharodon carcharias ,,government official,2.5,witness/victim,unprovoked,,1,boarding,,,Board,boarding,below,grazed victim with fin,N,,foot,minor lacerations,Male,59,wetsuit/drysuit,full body,,,,,,,,,1600,,,,,,,200,,,,,,,media outlet,newcastle herald 22/10/04,
809,November,2004,Injured,NSW,"saltwater beach, nr taree",-32.01666667,152.5333333,coastal,,Wobbegong,Orectolobidae,direct observation,,1.2,witness/victim,unprovoked,,1,boarding,,,,boarding,,bit hand,N,,"arm, hand",minor lacerations,Male,14,,,,,,,hit shark on nose,,,,800,,,10,,1,,20,,,,,,,ASAF questionnaire,,
810,December,2004,Fatal,QLD,opal reef off cairns,-16.21666667,145.8833333,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location, direct observation",,,,provoked,,1,spearfishing,,,,spearfishing,,,N,,thigh,major lacerations,Male,38,wetsuit/drysuit,full body,black,,,black,,,,,1215,,,75,,,,,,,,,speargun,,media outlet,courier mail 13/12/04,
811,December,2004,Fatal,SA,"west beach, adelaide",-34.9,137,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour",,5,witness/victim,unprovoked,,1,boarding,,,,snorkelling,,bit victim on body,N,,torso,,Male,18,,,,,,,pushed at shark,,1,,1515,,,,,,,400,,,,,,,media outlet,the advertiser 17/12/2004,
812,January,2005,Uninjured,VIC,"port phillip bay, rickett's point",-37.98333333,145.0166667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,3,witness/victim,provoked,victim intentionally hurt shark,1,spearfishing,,,,spearfishing,in front,aggressive towards diver,Y,,other: uninjured,,Male,,,,,,,,fended off with spear gun,effective,,,,,,,,,,,,,,,,,media outlet,herald sun 20.1.2005,
813,February,2005,Injured,QLD,"brisbane river, karalee",-27.55,152.8166667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,1.5,other: media report,unprovoked,,1,swimming,,,,swimming,in front,bit hand,N,,"arm, hand",minor lacerations,Male,18,,,,,,,hit shark on nose,,,,,,,,,,,,,,,,,,media outlet,qld times 4/3/2005,
814,March,2005,Uninjured,NSW,"crackneck point, bateau bay",-33.38333333,151.4833333,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,4,witness/victim,unprovoked,,1,boarding,,,Board,,behind,knocked victim off board,N,,other: uninjured,,Male,31,wetsuit/drysuit,full body,,,,,,,,,1400,,,,,,,60,,,,,,,media outlet,daily telegraph 26.3.2005,
815,March,2005,Fatal,WA,"houtman abrolhos, off geraldton",-28.71666667,113.7833333,island open ocean,,Great White Shark,Carcharodon carcharias ,direct observation,,6,witness/victim,unprovoked,,1,snorkelling,,,,snorkelling,,bit victim on body,N,,torso,,Male,26,wetsuit/drysuit,full body,,,,,,,5,,,,,,,,,,,,,,,,media outlet,"the age, wa 21/3/2005",
816,April,2005,Injured,NT,"nhulunbuy, bremmer island",-12.11666667,136.8,island open ocean,,Whaler Shark,Carcharhinidae,direct observation,,2,witness/victim,provoked,,1,spearfishing,,,,"spearfishing, baitfish",in front,bit victim on head ,N,,head,other: teeth marks,Male,20,,,,,,,,,1,,,,,,,,,,,,,,speargun,,media outlet,"per. comm. 19.4.05, northern territory news 20.4.2005",
817,April,2005,Uninjured,NSW,"bronte beach, sydney",-33.9,151.2666667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,1.5,witness/victim,unprovoked,,1,boarding,,,Board,,"left, in front",bit surfboard,N,,other: uninjured,,Male,40,wetsuit/drysuit,full body,,,,,pushed board into mouth,,,,615,,,,,,,40,,,,,,,media outlet,the sun herald 17.4.05,
818,May,2005,Injured,QLD,townsville (50km off shore),-19.35,147.3666667,coastal,,Blacktip Reef Shark,Carcharhinus melanopterus,direct observation,,2,witness/victim,provoked,,2,spearfishing,,,,"spearfishing, baitfish",in front,second shark attached,N,,"arm, hand",minor lacerations,Male,,,,,,,,hit shark,,,,,33,,,,40,,,,,,,,,media outlet,townsville bulletin 21.5.05,
819,August,2005,Fatal,SA,"glenelg, adelaide",-34.96666667,138.5,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,5,witness/victim,unprovoked,,1,diving,,,,scuba diving,,bit victim on body,Y,,torso,,Male,23,wetsuit/drysuit,full body,,,,,hit shark on nose,,1,,1610,5,,,,18,,5000,,,,,,,media outlet,the advertiser 25/8/2005,
820,September,2005,Uninjured,NSW,"south west rocks, little bay",-30.88333333,153.0833333,coastal,,Tiger Shark,Galeocerdo cuvier ,direct observation,,3,witness/victim,unprovoked,,1,boarding,,,Board,"baitfish, other sealife (dolphins)",,,Y,,other: uninjured,,Male,28,wetsuit/drysuit,full body,,,,,pushed shark away,,,,,0,,60,,,,100,,,,,,,media outlet,macleay argus 27/9/2005,
821,September,2005,Injured,NSW,"coff's harbour, park beach",-30.3,153.1333333,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,,,bit victim on foot,N,,foot,minor lacerations,Male,15,wetsuit/drysuit,full body,,,,,hit shark on nose,,,,,,,,,1,,,,,,,,,media outlet,southern courier 27/9/2005,
822,September,2005,Uninjured,WA,"scarborough beach, perth",-31.88333333,115.75,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location",,,,unprovoked,,1,boarding,,,,,,aggressive towards victim,N,,other: uninjured,,Male,44,wetsuit/drysuit,full body,,,,,hit shark,,,,,,,,,,,120,,,,,,,media outlet,sunday telegraph 25.9.05,
823,September,2005,Injured,SA,"cape de couedic, kangaroo is",-35.08333333,137.5333333,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,5,witness/victim,unprovoked,,1,boarding,,,Board,"boarding, other sealife (seals)",,bit victim on leg,N,,"arm, leg",minor lacerations,Male,26,wetsuit/drysuit,full body,black,,,,hit shark,,,2,,,,,,,,20,,,,,,,media outlet,the advertiser 26.9.2005,
